,Protein 1 ID,P1 name,Protein 2 ID,P2 name,Retained DDIs,Lost DDIs
276,ENSG00000157933,SKI,ENSG00000157933,SKI,PF08782-PF08782 ; PF02437-PF02437,-
277,ENSG00000157933,SKI,ENSG00000170365,SMAD1,PF08782-PF03166,-
278,ENSG00000157933,SKI,ENSG00000136603,SKIL,PF08782-PF08782 ; PF02437-PF02437,-
279,ENSG00000175727,MLXIP,ENSG00000108788,MLX,PF00010-PF00010,-
280,ENSG00000158615,PPP1R15B,ENSG00000213639,PPP1CB,PF10488-PF00149,-
281,ENSG00000158615,PPP1R15B,ENSG00000172531,PPP1CA,PF10488-PF00149,-
282,ENSG00000158615,PPP1R15B,ENSG00000186298,PPP1CC,PF10488-PF00149,-
283,ENSG00000170775,GPR37,ENSG00000137575,SDCBP,PF00001-PF00595,-
284,ENSG00000170775,GPR37,ENSG00000169252,ADRB2,PF00001-PF00001,-
285,ENSG00000170775,GPR37,ENSG00000155974,GRIP1,PF00001-PF00595,-
286,ENSG00000170775,GPR37,ENSG00000100151,PICK1,PF00001-PF00595,-
287,ENSG00000147439,BIN3,ENSG00000183111,ARHGEF37,PF03114-PF00018,-
288,ENSG00000147439,BIN3,ENSG00000107554,DNMBP,PF03114-PF03114 ; PF03114-PF00018,-
289,ENSG00000150401,DCUN1D2,ENSG00000036257,CUL3,PF03556-PF10557,-
290,ENSG00000150401,DCUN1D2,ENSG00000158290,CUL4B,PF03556-PF10557,-
291,ENSG00000150401,DCUN1D2,ENSG00000108094,CUL2,PF03556-PF10557,-
292,ENSG00000150401,DCUN1D2,ENSG00000055130,CUL1,PF03556-PF10557,-
293,ENSG00000150401,DCUN1D2,ENSG00000043093,DCUN1D1,PF03556-PF03556,-
294,ENSG00000150401,DCUN1D2,ENSG00000139842,CUL4A,PF03556-PF10557,-
295,ENSG00000074319,TSG101,ENSG00000155975,VPS37A,PF09454-PF07200,-
296,ENSG00000074319,TSG101,ENSG00000139722,VPS37B,PF09454-PF07200,-
297,ENSG00000074319,TSG101,ENSG00000160948,VPS28,PF09454-PF03997,-
298,ENSG00000074319,TSG101,ENSG00000176428,VPS37D,PF09454-PF07200,-
299,ENSG00000074319,TSG101,ENSG00000167987,VPS37C,PF09454-PF07200,-
300,ENSG00000074319,TSG101,ENSG00000074319,TSG101,PF05743-PF05743 ; PF09454-PF09454,-
301,ENSG00000074319,TSG101,ENSG00000204463,BAG6,PF05743-PF00240,-
302,ENSG00000074319,TSG101,ENSG00000150991,UBC,PF05743-PF00240,-
303,ENSG00000145979,TBC1D7,ENSG00000145979,TBC1D7,PF00566-PF00566,-
304,ENSG00000137075,RNF38,ENSG00000137075,RNF38,PF13639-PF13639,-
305,ENSG00000137075,RNF38,ENSG00000198919,DZIP3,PF13639-PF13639,-
306,ENSG00000137075,RNF38,ENSG00000072401,UBE2D1,PF13639-PF00179,-
307,ENSG00000137075,RNF38,ENSG00000131508,UBE2D2,PF13639-PF00179,-
308,ENSG00000137075,RNF38,ENSG00000150991,UBC,PF13639-PF00240,-
309,ENSG00000137075,RNF38,ENSG00000186591,UBE2H,PF13639-PF00179,-
310,ENSG00000137075,RNF38,ENSG00000109332,UBE2D3,PF13639-PF00179,-
311,ENSG00000137075,RNF38,ENSG00000078967,UBE2D4,PF13639-PF00179,-
312,ENSG00000100151,PICK1,ENSG00000003147,ICA1,PF06456-PF06456,-
313,ENSG00000100151,PICK1,ENSG00000154229,PRKCA,PF00595-PF00433 ; PF00595-PF00069 ; PF00595-PF00168,-
314,ENSG00000100151,PICK1,ENSG00000171189,GRIK1,PF00595-PF00060,-
315,ENSG00000100151,PICK1,ENSG00000172466,ZNF24,PF00595-PF00096,-
316,ENSG00000100151,PICK1,ENSG00000135333,EPHA7,PF00595-PF00041 ; PF00595-PF00536,-
317,ENSG00000100151,PICK1,ENSG00000152578,GRIA4,PF00595-PF00060,-
318,ENSG00000100151,PICK1,ENSG00000126583,PRKCG,PF00595-PF00168 ; PF00595-PF00433 ; PF00595-PF00069,-
319,ENSG00000100151,PICK1,ENSG00000142208,AKT1,PF00595-PF00433 ; PF00595-PF00169 ; PF00595-PF00069,-
320,ENSG00000100151,PICK1,ENSG00000099849,RASSF7,PF00595-PF00788,-
321,ENSG00000100151,PICK1,ENSG00000162676,GFI1,PF00595-PF00096,-
322,ENSG00000100151,PICK1,ENSG00000164418,GRIK2,PF00595-PF00060,-
323,ENSG00000100151,PICK1,ENSG00000112851,ERBIN,PF00595-PF00595,-
324,ENSG00000100151,PICK1,ENSG00000164144,ARFIP1,PF06456-PF06456,-
325,ENSG00000100151,PICK1,ENSG00000155511,GRIA1,PF00595-PF00060,-
326,ENSG00000100151,PICK1,ENSG00000125675,GRIA3,PF00595-PF00060,-
327,ENSG00000100151,PICK1,ENSG00000120251,GRIA2,PF00595-PF00060,-
328,ENSG00000100151,PICK1,ENSG00000163596,ICA1L,PF06456-PF06456,-
329,ENSG00000100151,PICK1,ENSG00000090776,EFNB1,PF00595-PF00812,-
330,ENSG00000100151,PICK1,ENSG00000119973,PRLHR,PF00595-PF00001,-
331,ENSG00000125378,BMP4,ENSG00000174136,RGMB,PF00019-PF06535,-
332,ENSG00000125378,BMP4,ENSG00000096063,SRPK1,PF00019-PF00069,-
333,ENSG00000125378,BMP4,ENSG00000135250,SRPK2,PF00019-PF00069,-
334,ENSG00000125378,BMP4,ENSG00000121989,ACVR2A,PF00019-PF00069 ; PF00019-PF01064,-
335,ENSG00000125378,BMP4,ENSG00000107779,BMPR1A,PF00019-PF01064,-
336,ENSG00000125378,BMP4,ENSG00000138696,BMPR1B,PF00019-PF01064,-
337,ENSG00000154188,ANGPT1,ENSG00000120156,TEK,PF00147-PF00041,-
338,ENSG00000154188,ANGPT1,ENSG00000066056,TIE1,PF00147-PF00041,-
339,ENSG00000278318,ZNF229,ENSG00000103653,CSK,PF00096-PF00018,-
340,ENSG00000135144,DTX1,ENSG00000163840,DTX3L,PF18102-PF18102,-
341,ENSG00000135144,DTX1,ENSG00000145907,G3BP1,PF00097-PF00076,-
342,ENSG00000135144,DTX1,ENSG00000122877,EGR2,PF00097-PF00096,-
343,ENSG00000135144,DTX1,ENSG00000072401,UBE2D1,PF00097-PF00179,-
344,ENSG00000135144,DTX1,ENSG00000131508,UBE2D2,PF00097-PF00179,-
345,ENSG00000135144,DTX1,ENSG00000135144,DTX1,PF02825-PF02825 ; PF00097-PF00097 ; PF18102-PF18102,-
346,ENSG00000135144,DTX1,ENSG00000170142,UBE2E1,PF00097-PF00179,-
347,ENSG00000135144,DTX1,ENSG00000095015,MAP3K1,PF00097-PF00069,-
348,ENSG00000135144,DTX1,ENSG00000175063,UBE2C,PF00097-PF00179,-
349,ENSG00000135144,DTX1,ENSG00000177889,UBE2N,PF00097-PF00179,-
350,ENSG00000135144,DTX1,ENSG00000078967,UBE2D4,PF00097-PF00179,-
351,ENSG00000135144,DTX1,ENSG00000109332,UBE2D3,PF00097-PF00179,-
352,ENSG00000134532,SOX5,ENSG00000143842,SOX13,PF00505-PF00505,-
353,ENSG00000134532,SOX5,ENSG00000110693,SOX6,PF00505-PF00505,-
354,ENSG00000134532,SOX5,ENSG00000181449,SOX2,PF00505-PF00505,-
355,ENSG00000134532,SOX5,ENSG00000134532,SOX5,PF00505-PF00505,-
356,ENSG00000134532,SOX5,ENSG00000176887,SOX11,PF00505-PF00505,-
357,ENSG00000113494,PRLR,ENSG00000113494,PRLR,PF09067-PF09067,-
358,ENSG00000168522,FNTA,ENSG00000257365,FNTB,PF01239-PF00432,-
359,ENSG00000083720,OXCT1,ENSG00000083720,OXCT1,PF01144-PF01144,-
360,ENSG00000122642,FKBP9,ENSG00000141756,FKBP10,PF00254-PF00254,PF13202-PF13202
361,ENSG00000122642,FKBP9,ENSG00000117906,RCN2,PF00254-PF13499,PF13202-PF13202 ; PF13202-PF13499
362,ENSG00000122642,FKBP9,ENSG00000161847,RAVER1,PF00254-PF00076,-
363,ENSG00000122642,FKBP9,ENSG00000066044,ELAVL1,PF00254-PF00076,-
364,ENSG00000122642,FKBP9,ENSG00000198648,STK39,PF00254-PF00069,-
365,ENSG00000140650,PMM2,ENSG00000100417,PMM1,PF03332-PF03332,-
366,ENSG00000108591,DRG2,ENSG00000111832,RWDD1,PF01926-PF16543 ; PF02824-PF16543 ; PF16897-PF16543,-
367,ENSG00000108591,DRG2,ENSG00000111364,DDX55,PF02824-PF00270 ; PF02824-PF00271,-
368,ENSG00000108591,DRG2,ENSG00000110047,EHD1,PF01926-PF18150,PF01926-PF01926 ; PF02824-PF01926 ; PF16897-PF01926
369,ENSG00000006282,SPATA20,ENSG00000006282,SPATA20,PF07221-PF07221,-
370,ENSG00000183230,CTNNA3,ENSG00000044115,CTNNA1,PF01044-PF01044,-
371,ENSG00000006740,ARHGAP44,ENSG00000137942,FNBP1L,PF03114-PF00018 ; PF00620-PF00018,-
372,ENSG00000006740,ARHGAP44,ENSG00000140750,ARHGAP17,PF03114-PF03114 ; PF00620-PF00620,-
373,ENSG00000006740,ARHGAP44,ENSG00000125733,TRIP10,PF03114-PF00018 ; PF00620-PF00018,-
374,ENSG00000006740,ARHGAP44,ENSG00000136238,RAC1,PF00620-PF00071,-
375,ENSG00000006740,ARHGAP44,ENSG00000070831,CDC42,PF00620-PF00071,-
376,ENSG00000006740,ARHGAP44,ENSG00000198087,CD2AP,PF03114-PF00018 ; PF00620-PF00018,-
377,ENSG00000006740,ARHGAP44,ENSG00000120910,PPP3CC,PF00620-PF00149,-
378,ENSG00000244509,APOBEC3C,ENSG00000244509,APOBEC3C,PF18782-PF18782,-
379,ENSG00000278129,ZNF8,ENSG00000273802,H2BC8,PF00096-PF00125,-
380,ENSG00000103126,AXIN1,ENSG00000113712,CSNK1A1,PF00615-PF00069,-
381,ENSG00000103126,AXIN1,ENSG00000087460,GNAS,PF00615-PF00503,-
382,ENSG00000103126,AXIN1,ENSG00000085511,MAP3K4,PF00615-PF00069,-
383,ENSG00000103126,AXIN1,ENSG00000082701,GSK3B,PF00615-PF00069,-
384,ENSG00000103126,AXIN1,ENSG00000213923,CSNK1E,PF00615-PF00069,-
385,ENSG00000103126,AXIN1,ENSG00000166167,BTRC,PF00615-PF00400,-
386,ENSG00000103126,AXIN1,ENSG00000134982,APC,PF08833-PF00514 ; PF00615-PF05924,-
387,ENSG00000103126,AXIN1,ENSG00000169967,MAP3K2,-,PF00615-PF00069
388,ENSG00000103126,AXIN1,ENSG00000168036,CTNNB1,PF08833-PF00514,-
389,ENSG00000103126,AXIN1,ENSG00000095015,MAP3K1,PF00615-PF00069,-
390,ENSG00000103126,AXIN1,ENSG00000168646,AXIN2,PF00778-PF00778 ; PF00615-PF00615,-
391,ENSG00000103126,AXIN1,ENSG00000173801,JUP,PF08833-PF00514,-
392,ENSG00000103126,AXIN1,ENSG00000103126,AXIN1,PF00778-PF00778 ; PF00615-PF00615,-
393,ENSG00000103126,AXIN1,ENSG00000107404,DVL1,PF00778-PF00778 ; PF00778-PF02377 ; PF00778-PF00595 ; PF00615-PF00595,-
394,ENSG00000103126,AXIN1,ENSG00000161202,DVL3,PF00778-PF00778 ; PF00778-PF02377 ; PF00778-PF00595 ; PF00615-PF00595,-
395,ENSG00000103126,AXIN1,ENSG00000023734,STRAP,PF00615-PF00400,-
396,ENSG00000103126,AXIN1,ENSG00000141551,CSNK1D,PF00615-PF00069,-
397,ENSG00000103126,AXIN1,ENSG00000178950,GAK,-,PF00615-PF00069
398,ENSG00000103126,AXIN1,ENSG00000072803,FBXW11,PF00615-PF00400,-
399,ENSG00000103126,AXIN1,ENSG00000142186,SCYL1,PF00615-PF00069,-
400,ENSG00000103126,AXIN1,ENSG00000004975,DVL2,PF00778-PF00595 ; PF00778-PF02377 ; PF00778-PF00778 ; PF00615-PF00595,-
401,ENSG00000112282,MED23,ENSG00000166257,SCN3B,PF11573-PF07686,-
402,ENSG00000007047,MARK4,ENSG00000069869,NEDD4,PF00069-PF00397 ; PF00069-PF00168 ; PF00627-PF00632,-
403,ENSG00000007047,MARK4,ENSG00000133026,MYH10,PF00069-PF00063 ; PF00069-PF02736 ; PF00069-PF00612,-
404,ENSG00000007047,MARK4,ENSG00000100345,MYH9,PF00069-PF00063 ; PF00069-PF02736,-
405,ENSG00000007047,MARK4,ENSG00000105568,PPP2R1A,PF00069-PF13646 ; PF00069-PF02985,-
406,ENSG00000007047,MARK4,ENSG00000102981,PARD6A,PF00069-PF00595 ; PF00069-PF00564,-
407,ENSG00000007047,MARK4,ENSG00000072518,MARK2,PF00069-PF00069 ; PF00069-PF02149 ; PF00069-PF00627 ; PF00627-PF00069 ; PF00627-PF02149 ; PF00627-PF00627 ; PF02149-PF00069 ; PF02149-PF00627,-
408,ENSG00000007047,MARK4,ENSG00000124486,USP9X,PF00069-PF00443,-
409,ENSG00000007047,MARK4,ENSG00000264343,NOTCH2NLA,PF00069-PF00008,-
410,ENSG00000007047,MARK4,ENSG00000118046,STK11,PF00069-PF00069 ; PF00627-PF00069 ; PF02149-PF00069,-
411,ENSG00000007047,MARK4,ENSG00000170606,HSPA4,PF00069-PF00012,-
412,ENSG00000007047,MARK4,ENSG00000187555,USP7,PF00069-PF00443 ; PF00069-PF00917,-
413,ENSG00000007047,MARK4,ENSG00000163558,PRKCI,PF00069-PF00433 ; PF00069-PF00130 ; PF00069-PF00564 ; PF00069-PF00069 ; PF00627-PF00069 ; PF02149-PF00069,-
414,ENSG00000007047,MARK4,ENSG00000116584,ARHGEF2,PF00069-PF00621 ; PF00069-PF00130,-
415,ENSG00000007047,MARK4,ENSG00000143258,USP21,PF00069-PF00443,-
416,ENSG00000007047,MARK4,ENSG00000104695,PPP2CB,PF00069-PF00149,-
417,ENSG00000007047,MARK4,ENSG00000128245,YWHAH,PF00069-PF00244,-
418,ENSG00000007047,MARK4,ENSG00000127616,SMARCA4,PF00069-PF00439 ; PF00069-PF00271,-
419,ENSG00000007047,MARK4,ENSG00000196535,MYO18A,PF00069-PF00063,-
420,ENSG00000007047,MARK4,ENSG00000011304,PTBP1,PF00069-PF00076 ; PF00627-PF00076,-
421,ENSG00000007047,MARK4,ENSG00000132356,PRKAA1,PF00069-PF16579 ; PF00069-PF00069 ; PF00627-PF00069 ; PF02149-PF00069,-
422,ENSG00000007047,MARK4,ENSG00000165916,PSMC3,PF00627-PF00004,-
423,ENSG00000007047,MARK4,ENSG00000070831,CDC42,PF00069-PF00071,-
424,ENSG00000007047,MARK4,ENSG00000141564,RPTOR,PF00069-PF02985 ; PF00069-PF00400,-
425,ENSG00000007047,MARK4,ENSG00000143632,ACTA1,PF00069-PF00022,-
426,ENSG00000143252,SDHC,ENSG00000117118,SDHB,PF01127-PF13085 ; PF01127-PF13534,-
427,ENSG00000143252,SDHC,ENSG00000143252,SDHC,PF01127-PF01127,-
428,ENSG00000197530,MIB2,ENSG00000269335,IKBKG,PF12796-PF16516,-
429,ENSG00000197530,MIB2,ENSG00000135250,SRPK2,PF13637-PF00069 ; PF12796-PF00069,PF13857-PF00069
430,ENSG00000197530,MIB2,ENSG00000142867,BCL10,PF13920-PF00619,-
431,ENSG00000197530,MIB2,ENSG00000131508,UBE2D2,PF13920-PF00179,-
432,ENSG00000197530,MIB2,ENSG00000177889,UBE2N,PF13920-PF00179,-
433,ENSG00000197530,MIB2,ENSG00000183735,TBK1,PF13637-PF00069 ; PF12796-PF00069,PF13857-PF00069
434,ENSG00000175595,ERCC4,ENSG00000225830,ERCC6,PF02732-PF00271,-
435,ENSG00000175595,ERCC4,ENSG00000137337,MDC1,PF02732-PF00498,-
436,ENSG00000175595,ERCC4,ENSG00000172732,MUS81,PF02732-PF02732,-
437,ENSG00000175595,ERCC4,ENSG00000012061,ERCC1,PF02732-PF14520,-
438,ENSG00000175595,ERCC4,ENSG00000175595,ERCC4,PF02732-PF02732,-
439,ENSG00000111237,VPS29,ENSG00000069329,VPS35,PF12850-PF03635,-
440,ENSG00000115163,CENPA,ENSG00000188486,H2AX,PF00125-PF16211 ; PF00125-PF00125,-
441,ENSG00000115163,CENPA,ENSG00000028310,BRD9,PF00125-PF00439,-
442,ENSG00000115163,CENPA,ENSG00000196890,H2BU1,PF00125-PF00125,-
443,ENSG00000115163,CENPA,ENSG00000168283,BMI1,PF00125-PF13923,-
444,ENSG00000115163,CENPA,ENSG00000215301,DDX3X,PF00125-PF00271,-
445,ENSG00000115163,CENPA,ENSG00000287080,H3C3,PF00125-PF00125,-
446,ENSG00000115163,CENPA,ENSG00000079246,XRCC5,PF00125-PF02735 ; PF00125-PF03730 ; PF00125-PF03731,-
447,ENSG00000115163,CENPA,ENSG00000163041,H3-3A,PF00125-PF00125,-
448,ENSG00000115163,CENPA,ENSG00000161960,EIF4A1,PF00125-PF00271,-
449,ENSG00000115163,CENPA,ENSG00000102901,CENPT,-,PF00125-PF15511
450,ENSG00000115163,CENPA,ENSG00000092201,SUPT16H,PF00125-PF08512 ; PF00125-PF00557,-
451,ENSG00000115163,CENPA,ENSG00000143799,PARP1,PF00125-PF00533,-
452,ENSG00000115163,CENPA,ENSG00000197837,H4-16,PF00125-PF15511,-
453,ENSG00000115163,CENPA,ENSG00000273213,H3-2,PF00125-PF00125,-
454,ENSG00000115163,CENPA,ENSG00000123485,HJURP,PF00125-PF10384,-
455,ENSG00000115163,CENPA,ENSG00000149136,SSRP1,PF00125-PF08512,-
456,ENSG00000115163,CENPA,ENSG00000105146,AURKC,PF00125-PF00069,-
457,ENSG00000115163,CENPA,ENSG00000178999,AURKB,PF00125-PF00069,-
458,ENSG00000115163,CENPA,ENSG00000108654,DDX5,PF00125-PF00271,-
459,ENSG00000115163,CENPA,ENSG00000164032,H2AZ1,PF00125-PF00125 ; PF00125-PF16211,-
460,ENSG00000115163,CENPA,ENSG00000121481,RNF2,PF00125-PF13923,-
461,ENSG00000115163,CENPA,ENSG00000153147,SMARCA5,PF00125-PF00176 ; PF00125-PF00271,-
462,ENSG00000115163,CENPA,ENSG00000113648,MACROH2A1,PF00125-PF16211 ; PF00125-PF00125,-
463,ENSG00000115163,CENPA,ENSG00000146247,PHIP,PF00125-PF00400 ; PF00125-PF00439,-
464,ENSG00000115163,CENPA,ENSG00000184260,H2AC20,PF00125-PF16211 ; PF00125-PF00125,-
465,ENSG00000115163,CENPA,ENSG00000136807,CDK9,PF00125-PF00069,-
466,ENSG00000115163,CENPA,ENSG00000204227,RING1,PF00125-PF13923,-
467,ENSG00000115163,CENPA,ENSG00000115163,CENPA,PF00125-PF00125,-
468,ENSG00000115163,CENPA,ENSG00000166451,CENPN,PF00125-PF05238,-
469,ENSG00000115163,CENPA,ENSG00000184678,H2BC21,PF00125-PF00125,-
470,ENSG00000115163,CENPA,ENSG00000274750,H3C6,PF00125-PF00125,-
471,ENSG00000115163,CENPA,ENSG00000048649,RSF1,PF00125-PF00628,-
472,ENSG00000115163,CENPA,ENSG00000196363,WDR5,PF00125-PF00400,-
473,ENSG00000130598,TNNI2,ENSG00000070081,NUCB2,PF00992-PF13499,-
474,ENSG00000130598,TNNI2,ENSG00000114854,TNNC1,PF00992-PF13833 ; PF00992-PF13499,-
475,ENSG00000100219,XBP1,ENSG00000137504,CREBZF,PF07716-PF00170,-
476,ENSG00000100219,XBP1,ENSG00000170345,FOS,PF07716-PF00170,-
477,ENSG00000100219,XBP1,ENSG00000213676,ATF6B,PF07716-PF00170,-
478,ENSG00000100219,XBP1,ENSG00000100219,XBP1,PF07716-PF07716,-
479,ENSG00000138629,UBL7,ENSG00000072803,FBXW11,PF00240-PF12937 ; PF00240-PF00400,-
480,ENSG00000138629,UBL7,ENSG00000103653,CSK,PF00627-PF00018 ; PF00240-PF00018,-
481,ENSG00000138629,UBL7,ENSG00000124486,USP9X,PF00240-PF00443,-
482,ENSG00000138629,UBL7,ENSG00000188021,UBQLN2,PF00627-PF00627 ; PF00627-PF00240 ; PF00240-PF00627 ; PF00240-PF00240,-
483,ENSG00000138629,UBL7,ENSG00000115464,USP34,PF00240-PF00443,-
484,ENSG00000138629,UBL7,ENSG00000072401,UBE2D1,PF00627-PF00179 ; PF00240-PF00179,-
485,ENSG00000138629,UBL7,ENSG00000170315,UBB,PF00627-PF00240 ; PF00240-PF00240,-
486,ENSG00000138629,UBL7,ENSG00000129559,NEDD8,PF00627-PF00240 ; PF00240-PF00240,-
487,ENSG00000138629,UBL7,ENSG00000150991,UBC,PF00627-PF00240 ; PF00240-PF00240,-
488,ENSG00000138629,UBL7,ENSG00000132485,ZRANB2,PF00240-PF00641,-
489,ENSG00000138629,UBL7,ENSG00000118939,UCHL3,PF00240-PF01088,-
490,ENSG00000138629,UBL7,ENSG00000119318,RAD23B,PF00627-PF00240 ; PF00627-PF00627 ; PF00627-PF09280 ; PF00240-PF00240 ; PF00240-PF00627,-
491,ENSG00000138629,UBL7,ENSG00000179262,RAD23A,PF00627-PF00627 ; PF00627-PF00240 ; PF00627-PF09280 ; PF00240-PF00627 ; PF00240-PF00240,-
492,ENSG00000138629,UBL7,ENSG00000165280,VCP,PF00627-PF00004 ; PF00240-PF00004,-
493,ENSG00000090382,LYZ,ENSG00000154237,LRRK1,-,PF00062-PF12796
494,ENSG00000090382,LYZ,ENSG00000198400,NTRK1,PF00062-PF13855,-
495,ENSG00000173369,C1QB,ENSG00000134871,COL4A2,PF01391-PF01391,-
496,ENSG00000198720,ANKRD13B,ENSG00000165280,VCP,PF12796-PF17862,-
497,ENSG00000182512,GLRX5,ENSG00000156709,AIFM1,PF00462-PF07992,-
498,ENSG00000182512,GLRX5,ENSG00000163170,BOLA3,PF00462-PF01722,-
499,ENSG00000182512,GLRX5,ENSG00000136810,TXN,PF00462-PF00085,-
500,ENSG00000182512,GLRX5,ENSG00000178096,BOLA1,PF00462-PF01722,-
501,ENSG00000137831,UACA,ENSG00000133703,KRAS,PF12796-PF00071,-
502,ENSG00000137831,UACA,ENSG00000213281,NRAS,PF12796-PF00071,-
503,ENSG00000137831,UACA,ENSG00000058272,PPP1R12A,PF12796-PF12796,PF12796-PF13857 ; PF12796-PF13637
504,ENSG00000137831,UACA,ENSG00000174775,HRAS,PF12796-PF00071,-
505,ENSG00000072315,TRPC5,ENSG00000137672,TRPC6,PF08344-PF12796 ; PF12796-PF12796 ; PF12796-PF08344 ; PF00520-PF00520,-
506,ENSG00000072315,TRPC5,ENSG00000133107,TRPC4,PF12796-PF08344 ; PF00520-PF00520,-
507,ENSG00000072315,TRPC5,ENSG00000138741,TRPC3,PF08344-PF12796 ; PF12796-PF08344 ; PF12796-PF12796 ; PF00520-PF00520,-
508,ENSG00000072315,TRPC5,ENSG00000150995,ITPR1,PF00520-PF00520,-
509,ENSG00000072315,TRPC5,ENSG00000144935,TRPC1,PF12796-PF08344 ; PF00520-PF00520,-
510,ENSG00000072315,TRPC5,ENSG00000096433,ITPR3,PF00520-PF00520,-
511,ENSG00000189298,ZKSCAN3,ENSG00000186496,ZNF396,PF01352-PF02023 ; PF01352-PF00096 ; PF00096-PF00096 ; PF02023-PF02023,-
512,ENSG00000189298,ZKSCAN3,ENSG00000173258,ZNF483,PF01352-PF02023 ; PF01352-PF00096 ; PF00096-PF01352 ; PF00096-PF00096 ; PF02023-PF01352 ; PF02023-PF02023,-
513,ENSG00000189298,ZKSCAN3,ENSG00000167685,ZNF444,PF01352-PF02023 ; PF01352-PF00096 ; PF00096-PF00096 ; PF02023-PF02023,-
514,ENSG00000189298,ZKSCAN3,ENSG00000140987,ZSCAN32,PF01352-PF00096 ; PF01352-PF02023 ; PF00096-PF00096 ; PF02023-PF02023,PF00096-PF01352 ; PF02023-PF01352
515,ENSG00000189298,ZKSCAN3,ENSG00000187626,ZKSCAN4,PF01352-PF00096 ; PF01352-PF02023 ; PF00096-PF00096 ; PF00096-PF01352 ; PF02023-PF02023 ; PF02023-PF01352,-
516,ENSG00000189298,ZKSCAN3,ENSG00000172466,ZNF24,PF01352-PF00096 ; PF01352-PF02023 ; PF00096-PF00096 ; PF02023-PF02023,-
517,ENSG00000189298,ZKSCAN3,ENSG00000137338,PGBD1,PF01352-PF02023 ; PF02023-PF02023,-
518,ENSG00000189298,ZKSCAN3,ENSG00000186812,ZNF397,PF01352-PF02023 ; PF01352-PF00096 ; PF00096-PF00096 ; PF02023-PF02023,-
519,ENSG00000189298,ZKSCAN3,ENSG00000167840,ZNF232,PF01352-PF02023 ; PF01352-PF00096 ; PF00096-PF00096 ; PF02023-PF02023,-
520,ENSG00000154380,ENAH,ENSG00000138443,ABI2,-,PF00568-PF00018
521,ENSG00000154380,ENAH,ENSG00000107554,DNMBP,PF00568-PF00018,-
522,ENSG00000154380,ENAH,ENSG00000159840,ZYX,-,PF00568-PF00412
523,ENSG00000154380,ENAH,ENSG00000196405,EVL,PF00568-PF00568,-
524,ENSG00000154380,ENAH,ENSG00000135269,TES,PF00568-PF00412,-
525,ENSG00000154380,ENAH,ENSG00000125753,VASP,PF00568-PF00568,-
526,ENSG00000154380,ENAH,ENSG00000136754,ABI1,PF00568-PF00018,-
527,ENSG00000081386,ZNF510,ENSG00000170365,SMAD1,PF00096-PF03166,-
528,ENSG00000081386,ZNF510,ENSG00000008128,CDK11A,-,PF00096-PF00069
529,ENSG00000081386,ZNF510,ENSG00000103653,CSK,PF00096-PF00018,-
530,ENSG00000006712,PAF1,ENSG00000198677,TTC37,PF03985-PF13432 ; PF03985-PF13181,-
531,ENSG00000006712,PAF1,ENSG00000198730,CTR9,PF03985-PF13181 ; PF03985-PF13432 ; PF03985-PF14559,-
532,ENSG00000006712,PAF1,ENSG00000166477,LEO1,PF03985-PF04004,-
533,ENSG00000115008,IL1A,ENSG00000115590,IL1R2,PF00340-PF00047,-
534,ENSG00000115008,IL1A,ENSG00000115008,IL1A,PF00340-PF00340,-
535,ENSG00000115008,IL1A,ENSG00000189171,S100A13,PF00340-PF01023,-
536,ENSG00000026751,SLAMF7,ENSG00000071575,TRIB2,PF07686-PF00069,-
537,ENSG00000026751,SLAMF7,ENSG00000026751,SLAMF7,PF07686-PF07686,-
538,ENSG00000026751,SLAMF7,ENSG00000111837,MAK,PF07686-PF00069,-
539,ENSG00000026751,SLAMF7,ENSG00000179335,CLK3,PF07686-PF00069,-
540,ENSG00000121774,KHDRBS1,ENSG00000010810,FYN,PF00013-PF00017,-
541,ENSG00000121774,KHDRBS1,ENSG00000197122,SRC,PF00013-PF00017,-
542,ENSG00000121774,KHDRBS1,ENSG00000100351,GRAP2,PF00013-PF00017,-
543,ENSG00000121774,KHDRBS1,ENSG00000099622,CIRBP,PF00013-PF00076,-
544,ENSG00000121774,KHDRBS1,ENSG00000072803,FBXW11,PF00013-PF00400,-
545,ENSG00000121774,KHDRBS1,ENSG00000076053,RBM7,PF00013-PF00076,-
546,ENSG00000121774,KHDRBS1,ENSG00000063244,U2AF2,PF00013-PF00076,-
547,ENSG00000121774,KHDRBS1,ENSG00000112081,SRSF3,PF00013-PF00076,-
548,ENSG00000121774,KHDRBS1,ENSG00000101336,HCK,PF00013-PF00017,-
549,ENSG00000121774,KHDRBS1,ENSG00000089280,FUS,PF00013-PF00076,-
550,ENSG00000121774,KHDRBS1,ENSG00000135541,AHI1,PF00013-PF00400,-
551,ENSG00000121774,KHDRBS1,ENSG00000111816,FRK,PF00013-PF00017,-
552,ENSG00000121774,KHDRBS1,ENSG00000108654,DDX5,PF00013-PF00270,-
553,ENSG00000121774,KHDRBS1,ENSG00000160957,RECQL4,PF00013-PF00270,-
554,ENSG00000121774,KHDRBS1,ENSG00000176105,YES1,PF00013-PF00017,-
555,ENSG00000121774,KHDRBS1,ENSG00000182944,EWSR1,PF00013-PF00076,-
556,ENSG00000121774,KHDRBS1,ENSG00000117569,PTBP2,PF00013-PF00076,-
